"Timestamp","Selecciona tu sexo 👤","¿Cuántos años tienes? 🎂","¿Cuál es tu situación sentimental? ❤️","¿Trabajas? 💼","¿Tienes hijos? 🍼","¿Cuál es tu código postal?","¿A qué carrera ingresaste?","¿En qué grupo estás?","¿Qué tanto evitaste que tu carrera tuviera matemáticas?","Esta carrera ¿Fue tu primera opción?","¿La FES Acatlán fue tu primera opción para cursar esta carrera?","¿De qué bachillerato provienes?","¿Qué promedio obtuviste en el bachillerato?","Si tuvieras que volver a clases presenciales ¿Cuánto tiempo tardarías en minutos en llegar a la FES Acatlán? ⏱","¿Cuánto gastarías de pasaje / gasolina a la semana?","¿A cuánto asciende el ingreso mensual neto de todas las personas que trabajan y viven contigo?","¿En dónde tomas tus clases en línea?","¿Cuántas personas viven contigo?","De las personas que viven contigo ¿Cuántas toman clases en línea?","De las personas que viven contigo ¿Cuántas trabajan en línea?","¿Cuántas computadoras hay en tu casa?","¿Cómo funciona tu internet para las clases en línea?","Hazle un test a tu Internet (ingresando a speedtest.net) y compártenos su velocidad","¿Qué sistema operativo tiene la computadora que utilizas para estudiar en línea?","¿Con cuántas personas compartes habitación mientras tomas clases en línea?","Aproximadamente ¿Cuánto has gastado para adaptarte a las clases en línea?","Del 1 al 5 ¿Qué tan bien estaban preparados tus profesores para dar clases en línea?","¿Cuánto tiempo en minutos dedicas a estudiar fuera de las clases en línea?","Aproximadamente ¿Cuántas veces revisas tu celular mientras estás en una clase en línea?","Del 1 al 5 ¿Cuánto extrañas las clases presenciales? 📖","Del 1 al 5 ¿Cuánto extrañas convivir con tus compañeros o amigos de la escuela? 👩🏻‍🤝‍🧑🏼","Del 1 al 5 ¿Cuánto extrañas las actividades extras que ofrecía tu escuela? ⚽🎹🎬","Del 1 al 5 ¿Cuánto te agrada poner la cámara en las clases en línea?","Del 1 al 5 ¿Qué tan buen estudiante en línea consideras que eres?","¿Te gustaría volver a clases presenciales?"
"2021/08/26 8:24:33 AM CDT","Hombre","20","Soltero","No","No","01620","Ingeniería Civil","1103","1","No","No","Prepa UNAM","7.12","120","200","5000","Mi casa","1","0","0","1","4","2.34","Windows","1","500","2","30","10","4","3","3","2","1","Si"
"2021/08/26 8:24:45 AM CDT","Hombre","20","Tengo pareja","Si","No","09230","Ingeniería Civil","1103","1","No","Sí","CCH","7.6","120","50","5000","Mi casa","3","0","2","1","4","32","Windows","0","30000","4","30","2","4","5","5","5","4","Si"
"2021/08/26 8:24:55 AM CDT","Hombre","18","Soltero","No","No","07140","Ingeniería Civil","1103","1","Si","Sí","CCH","9","70 ","50","2000","Mi casa","3","1","1","2","3","26.09","Windows","0","12000","4","120","4","5","5","5","2","4","Si"
"2021/08/26 8:25:07 AM CDT","Hombre","18","Soltero","No","No","53718","Ingeniería Civil","1103","1","Si","Sí","Otro","9.6","1 ","200","4000","Mi casa","3","1","0","1","3","8.42","Windows","2","8000","4","120","30","5","5","5","3","4","Si"
"2021/08/26 8:25:31 AM CDT","Mujer","19","Soltero","Si","No","11320","Ingeniería Civil","1103","3","Si","Sí","CCH","8.40","40 ","200","4000","Casa de un familiar o amigo","2","0","0","0","3","16.72","Windows","1","0","5","180","0","5","5","5","1","1","Si"
"2021/08/26 8:25:48 AM CDT","Hombre","20","Soltero","No","No","15530","Ingeniería Civil","1103","2","Si","No","Prepa UNAM","7.53","90","200","10000","Mi casa","2","0","1","2","3","118.65","Windows","0","4000","3","30","4","5","5","5","3","3","Si"
"2021/08/26 8:25:56 AM CDT","Hombre","19","Tengo pareja","No","No","54720","Ingeniería Civil","1103","1","No","Sí","CCH","7.2","120","400","10000","Mi casa","5","0","0","1","4","27","Windows","0","0","3","0","10","3","2","1","2","1","No"
"2021/08/26 8:25:58 AM CDT","Mujer","21","Soltero","No","No","03303","Ingeniería Civil","1103","3","No","No","CCH","7.5"," 120","25","28000","Mi casa","4","1","1","3","4","45.78","Windows","1","20000","3","180","3","3","3","2","2","4","No"
"2021/08/26 8:26:35 AM CDT","Hombre","22","Tengo pareja","No","No","14410","Ingeniería Civil","1103","1","No","No","Prepa UNAM","7","120","50","2000","Mi casa","3","0","0","1","1","1.02","Windows","2","5000","5","3","0","5","5","5","1","5","Si"
"2021/08/26 8:26:39 AM CDT","Hombre","19","Tengo pareja","Si","No","54090","Ingeniería Civil","1103","3","No","No","CCH","7.6","90","400","20000","Mi casa","4","3","0","1","3","29.47","Windows","2","3000","4","4","30","5","5","5","1","2","Si"
"2021/08/26 8:26:57 AM CDT","Mujer","18","Soltero","No","No","54944","Ingeniería Civil","1103","1","Si","Sí","CCH","9.1","60","700","10000","Mi casa","2","0","0","1","4","31.69","Windows","0","1200","5","60","3","5","5","5","2","4","Si"
"2021/08/26 8:26:58 AM CDT","Hombre","22","Soltero","Si","No","04600 ","Ingeniería Civil","1103","1","Si","Sí","Otro","8.2","100","300","7000","Mi casa","3","1","0","1","3","23.29","Windows","2","25 ","5","120","4","5","5","5","3","3","Si"
"2021/08/26 8:27:00 AM CDT","Hombre","28","Tengo pareja","Si","No","01560","Ingeniería Civil","1103","1","Si","Sí","Otro","7.89","120","500","5000","Mi casa","4","0","0","2","4","0","Windows","1","1500","4","90","5","5","4","3","3","3","Si"
"2021/08/26 8:27:19 AM CDT","Hombre","19","Soltero","No","No","53650","Ingeniería Civil","1103","1","Si","Sí","CCH","7.4","90","500","10000","Mi casa","11","3","0","1","5","36.74","Windows","2","30000","4","3","10","5","5","5","1","2","Si"
"2021/08/26 8:38:17 AM CDT","Hombre","18","Soltero","No","No","54783","Ingeniería Civil","1103","1","Si","Sí","CCH","8.05","60","400","10000","Mi casa","7","3","0","1","3","7.10","Windows","2","13000","3","240","7","5","5","5","2","4","Si"
"2021/08/26 8:41:31 AM CDT","Hombre","18","Soltero","No","No","53228","Ingeniería Civil","1103","1","Si","Sí","CCH","8.9","50","200","4000","Casa de un familiar o amigo","4","1","0","0","3","20","Unix / Linux","2","2000","5","180","1","5","5","5","1","4","No"
"2021/08/26 9:13:22 AM CDT","Hombre","20","Soltero","No","No","56337","Ingeniería Civil","1101","3","No","No","CCH","7.5","180","50","4000","Mi casa","5","2","1","1","3","19","Windows","0","10000","2","120 ","5","5","3","5","3","4","Si"
"2021/08/26 9:13:29 AM CDT","Hombre","18","Soltero","Si","No","53221","Ingeniería Civil","1101","1","Si","Sí","CCH","8.1","20","300","32000","Mi casa","5","3","0","3","3","79.74","Windows","0","19000","4","90","1","4","5","5","3","3","Si"
"2021/08/26 9:14:15 AM CDT","Hombre","18","Soltero","No","No","53700","Ingeniería Civil","1101","1","Si","Sí","CCH","7.5","20","200","20000","Mi casa","3","1","1","2","4","19.81","Windows","0","0","4","1 ","10","3","5","2","1","2","Si"
"2021/08/26 9:15:02 AM CDT","Hombre","27","Tengo pareja","No","No","53450","Ingeniería Civil","1101","1","No","Sí","CCH","8.01","15","0","12000","Mi casa","4","0","1","2","4","23.04","Windows","0","0","4","180","10","4","1","5","1","5","Si"
"2021/08/26 9:15:03 AM CDT","Hombre","18","Tengo pareja","No","No","02240","Ingeniería Civil","1101","1","Si","Sí","CCH","8.0","50 ","70 ","5000","Mi casa","3","2","0","1","4","48.83","Windows","1","7000","3","2 ","3","4","4","4","2","3","Si"
"2021/08/26 9:15:10 AM CDT","Hombre","17","Tengo pareja","No","No","54910","Ingeniería Civil","1101","1","Si","Sí","Otro","9.5","45","500","17000","Mi casa","4","1","0","2","3","17.89","Windows","1","15000","4","30","10","5","5","3","2","3","Si"
"2021/08/26 9:15:20 AM CDT","Hombre","19","Soltero","No","No","55210","Ingeniería Civil","1101","3","No","Sí","CCH","7.3","120","25","6000","Mi casa","3","1","0","1","5","11.22","Windows","1","0","4","90","5","5","5","5","1","3","Si"
"2021/08/26 9:15:21 AM CDT","Hombre","18","Soltero","No","No","52779","Ingeniería Civil","1101","1","No","Sí","CCH","7.4","90","30","20000","Mi casa","6","0","0","1","5","83.13","Windows","0","18000","4","240","5","5","5","5","1","3","Si"
"2021/08/26 9:15:35 AM CDT","Hombre","20","Soltero","No","No","57300","Ingeniería Civil","1101","3","No","Sí","CCH","7.6","160","40","2000","Mi casa","6","1","0","1","1","12","Windows","1","20000","3","130","50","5","5","5","1","1","Si"
"2021/08/26 9:15:36 AM CDT","Hombre","18","Soltero","No","No","54449","Ingeniería Civil","1101","1","Si","Sí","CCH","9.59","90","500","20000","Mi casa","3","1","0","3","1","3.42","Windows","0","20000","4","240","4","4","3","2","1","3","Si"
"2021/08/26 9:15:39 AM CDT","Hombre","19","Soltero","No","No","54140","Ingeniería Civil","1101","2","No","Sí","CCH","7","40","200","12000","Mi casa","1","0","1","2","4","21.05","Windows","0","25000","4","240","2","5","5","5","1","3","Si"
"2021/08/26 9:15:43 AM CDT","Hombre","20","Tengo pareja","No","No","14650","Ingeniería Civil","1101","3","No","No","CCH","7.1","140 ","50","16000","Mi casa","3","1","0","2","5","50.54","Windows","0","13000","4","60","5","4","5","5","3","3","Si"
"2021/08/26 9:15:46 AM CDT","Hombre","19","Soltero","No","No","10926","Ingeniería Civil","1101","1","Si","No","Prepa UNAM","8.0","180","300","55000","Mi casa","4","2","0","3","4","39.80 ","Windows","0","30000","4","30","2","5","5","5","1","4","Si"
"2021/08/26 9:15:50 AM CDT","Hombre","18","Soltero","No","No","53667","Ingeniería Civil","1101","3","Si","Sí","CCH","7.8","60 ","300","8000","Mi casa","4","1","0","2","3","9.52","Windows","0","4200","2","60","15 ","5","5","5","2","3","Si"
"2021/08/26 9:15:51 AM CDT","Mujer","20","Soltero","No","No","54473","Ingeniería Civil","1101","1","Si","Sí","CCH","7.5","40 ","300","30000","Mi casa","4","2","2","2","2","6.89","Windows","0","15000","3","120","5","5","5","5","2","3","Si"
"2021/08/26 9:15:59 AM CDT","Hombre","19","Soltero","No","No","54070","Ingeniería Civil","1101","3","Si","No","CCH","8.4","45 ","120","10000","Mi casa","4","2","0","2","4","20.47","Windows","2","20000","3","120","4","5","5","5","1","3","Si"
"2021/08/26 9:16:09 AM CDT","Hombre","20","Soltero","Si","No","54195","Ingeniería Civil","1101","1","Si","Sí","CCH","7.21","150","210","30000","Mi casa","3","0","0","1","3","1.35","Windows","0","0","3","0","20","5","5","1","1","1","Si"
"2021/08/26 9:16:12 AM CDT","Hombre","18","Soltero","Si","No","53260","Ingeniería Civil","1101","2","Si","Sí","CCH","7.9","25","150","14000","Mi casa","9","0","0","0","2","3.90","Windows","2","5000","2","120","10","5","5","5","1","4","Si"
"2021/08/26 9:16:30 AM CDT","Hombre","24","Tengo pareja","Si","No","14730","Ingeniería Civil","1101","1","No","No","Otro","7.1","2","50 ","5000","Mi casa","7","3","1","1","2","6.16","Windows","2","5000","3","2","2","3","3","4","1","2","Si"
"2021/08/26 9:16:31 AM CDT","Hombre","17","Soltero","No","No","53427","Ingeniería Civil","1101","2","Si","Sí","CCH","8.2","20","20 ","10000","Mi casa","5","2","0","1","4","9.48","Windows","1","15000","4","120","20","1","2","4","2","4","No"
"2021/08/26 9:16:36 AM CDT","Hombre","23","Soltero","No","No","72000","Ingeniería Civil","1101","1","Si","Sí","Otro","9","60","30","6000","Mi casa","3","2","0","2","4","13.64","Windows","3","3000","3","180","2","3","3","3","3","4","No"
"2021/08/26 9:16:39 AM CDT","Hombre","18","Soltero","No","No","53218","Ingeniería Civil","1101","1","Si","Sí","Otro","8.8","15","150","8000","Mi casa","5","1","0","1","3","19.52","Windows","4","2000","5","240","10","5","5","5","1","4","Si"
"2021/08/26 9:16:43 AM CDT","Hombre","20","Soltero","No","No","53580","Ingeniería Civil","1101","1","Si","Sí","Otro","8.9","30","50","9200","Mi casa","3","1","0","1","5","20.58","Windows","1","15000","5","120","2","5","4","3","2","4","Si"
"2021/08/26 9:16:44 AM CDT","Hombre","18","Tengo pareja","Si","No","53427","Ingeniería Civil","1101","2","Si","Sí","CCH","7.9","10","500","7000","Mi casa","6","3","0","3","3","3.73","Windows","0","7000","3","60","5","5","5","5","1","3","Si"
"2021/08/26 9:16:54 AM CDT","Hombre","18","Soltero","No","No","02400","Ingeniería Civil","1101","1","No","No","CCH","8.4","10 ","175","7500","Mi casa","3","2","1","3","4","27.23","Windows","0","10000","4","90","5","5","5","3","1","5","Si"
"2021/08/26 9:16:56 AM CDT","Mujer","18","Soltero","No","No","55707","Ingeniería Civil","1101","2","Si","Sí","Otro","8","1","300","1","Mi casa","5","1","0","2","4","40.27","Windows","0","15000","5","6","5","4","4","5","1","4","Si"
"2021/08/26 9:17:25 AM CDT","Hombre","20","Soltero","No","No","56580","Ingeniería Civil","1101","1","No","No","CCH","7.5","150","80","5000","Mi casa","3","1","0","1","3","20.67","Windows","1","8000","4","120","0","4","3","3","1","4","Si"
"2021/08/26 9:17:28 AM CDT","Hombre","19","Soltero","Si","No","02400","Ingeniería Civil","1101","3","Si","Sí","CCH","7.5","60 ","1200","140000","Mi casa","4","3","2","5","3","6.07","Windows","0","20000","2","6","30","5","5","2","1","2","Si"
"2021/08/26 9:17:30 AM CDT","Hombre","19","Soltero","Si","No","53780","Ingeniería Civil","1101","1","Si","Sí","CCH","7.6","40","250.00","6500","Mi casa","5","0","0","1","3","5.03","Windows","2","2000","4","180","3","4","5","4","3","4","Si"
"2021/08/26 9:17:52 AM CDT","Mujer","24","Soltero","No","No","54040","Ingeniería Civil","1101","1","Si","Sí","CCH","8.5","60","150","3000","Mi casa","3","2","0","2","5","3.76","Windows","1","4000","4","300","3","5","5","5","3","5","Si"
"2021/08/26 9:18:05 AM CDT","Mujer","18 ","Soltero","No","No","55717","Ingeniería Civil","1101","2","Si","Sí","Otro","9.9","90","120","4000","Mi casa","4","2","2","4","3","21.62","Windows","2","2000","4","240","3","5","5","5","2","3","Si"
"2021/08/26 9:18:08 AM CDT","Hombre","18","Soltero","No","No","04300","Ingeniería Civil","1101","2","Si","No","CCH","7.6","90","600","80000","Mi casa","4","1","0","2","4","200.12","Windows","0","20000","4","180","3","3","5","5","1","4","No"
"2021/08/26 9:18:10 AM CDT","Hombre","19","Soltero","No","No","54743","Ingeniería Civil","1101","1","Si","Sí","CCH","7.8","90","400","10","Mi casa","2","1","0","1","3","54.53","Windows","1","5000","4","120","3","5","5","3","2","3","Si"
"2021/08/26 9:18:20 AM CDT","Hombre","18","Soltero","Si","No","03630","Ingeniería Civil","1101","2","No","No","Otro","7.6","60","100","8000","Mi casa","4","0","2","1","3","7.08","Windows","1","12000","3","240","20","5","5","5","1","2","Si"
"2021/08/26 9:18:22 AM CDT","Hombre","18","Soltero","No","No","53216","Ingeniería Civil","1101","1","Si","Sí","CCH","8.70","2 ","500","7000","Mi casa","3","2","0","1","2","9.60","Windows","1","20000","4","5","0","5","5","5","3","4","Si"
"2021/08/26 9:18:26 AM CDT","Mujer","18","Tengo pareja","No","No","54480","Ingeniería Civil","1101","2","Si","Sí","CCH","7.4","120","70","5000","Mi casa","3","2","0","0","3","29.92","Windows","2","1000","3","120","10","5","4","2","1","3","Si"
"2021/08/26 9:18:51 AM CDT","Hombre","20","Tengo pareja","Si","No","01700","Ingeniería Civil","1101","2","No","No","CCH","7.5","2 ","150","30000","Mi casa","3","1","1","3","5","25.21","Windows","0","16000","4","60","2","5","5","4","2","3","Si"
"2021/08/26 9:19:24 AM CDT","Hombre","21","Soltero","No","No","54943","Ingeniería Civil","1101","1","Si","Sí","Otro","7.7","90","180","10000","Mi casa","5","2","0","2","4","20.15","Windows","0","2000","4","180","4","4","4","3","3","4","Si"
"2021/08/26 9:19:34 AM CDT","Hombre","20","Tengo pareja","No","No","000000","Ingeniería Civil","1101","1","No","No","CCH","8.1","120.5","150","5000","Mi casa","2","0","1","1","2","20","Windows","2","2500","4","240","15","5","5","5","1","2","Si"
"2021/08/26 9:20:05 AM CDT","Hombre","20","Soltero","No","No","09700","Ingeniería Civil","1101","2","Si","No","CCH","7.7","120","200","7000","Mi casa","2","1","0","0","4","20.5","Windows","0","0","5","180","1","4","4","3","2","4","Si"
"2021/08/26 9:20:36 AM CDT","Hombre","18","Soltero","No","No","14200","Ingeniería Civil","1101","3","No","No","Prepa UNAM","8.1","3 ","200 ","14000","Mi casa","4","2","1","3","4","75.16","Windows","0","10000","3","180","5","5","5","5","1","3","Si"
"2021/08/26 9:20:43 AM CDT","Hombre","19","Soltero","Si","No","14260","Ingeniería Civil","1101","1","No","No","CCH","7.62","130","500","8000","Mi casa","5","2","1","2","3","40.15","MAC OS X","0","0","5","120","4","5","5","5","3","2","Si"
"2021/08/26 9:20:53 AM CDT","Hombre","19","Tengo pareja","No","No","06860","Ingeniería Civil","1101","2","Si","Sí","Otro","9.0","40 ","400","20000","Mi casa","3","2","0","4","4","51.95 ","Windows","1","30000","4","120","10","3","2","2","3","3","Si"
"2021/08/26 9:21:56 AM CDT","Hombre","18 ","Soltero","No","No","53489","Ingeniería Civil","1101","2","Si","Sí","CCH","9.3","20 ","24 ","140000","Mi casa","3","1","1","2","3","3.75","Windows","0","1000","4","60","3","4","4","3","3","4","Si"
"2021/08/26 9:21:59 AM CDT","Hombre","18","Soltero","No","No","54745","Ingeniería Civil","1101","3","Si","Sí","CCH","8.5","2 ","150 ","10000","Mi casa","3","1","0","2","3","19.58","MAC OS X","0","10000","4","120","1","3","4","4","3","4","Si"
"2021/08/26 9:22:36 AM CDT","Hombre","17","Soltero","Si","No","54457","Ingeniería Civil","1101","1","Si","Sí","CCH","8.0","90 ","230","15000","Mi casa","5","4","0","2","3","28.16","Windows","1","11000","4","360","3","5","1","5","2","2","Si"
"2021/08/26 9:24:40 AM CDT","Mujer","20","Soltero","Si","No","01130","Ingeniería Civil","1101","1","Si","Sí","Prepa UNAM","7.50","90","200","50000","Mi casa","4","1","0","2","4","10.08","Windows","1","500","4","60","6","5","5","5","2","4","Si"
"2021/08/26 9:25:11 AM CDT","Hombre","18","Soltero","No","No","02050","Ingeniería Civil","1101","3","No","No","CCH","8.7","60","80","10000","Mi casa","2","1","0","1","4","5.43","Windows","0","3000","4","120","6","5","5","5","1","1","Si"
"2021/08/26 9:31:12 AM CDT","Mujer","20","Soltero","No","No","01860","Ingeniería Civil","1101","2","No","No","CCH","7.4","120","56","12000","Mi casa","6","2","1","2","4","81.34","Windows","0","20000","3","280","120","5","5","5","1","4","Si"
"2021/08/26 4:11:46 PM CDT","Hombre","19","Tengo pareja","Si","No","54040","Ingeniería Civil","1151","1","No","Sí","CCH","7.8","45 ","150","7000","Mi casa","5","2","0","1","3","31.63","Windows","0","30000","4","1","4","5","5","5","1","3","Si"
"2021/08/26 4:11:48 PM CDT","Hombre","17","Tengo pareja","No","No","54020","Ingeniería Civil","1151","2","Si","Sí","Otro","8.7","25","300","0","Mi casa","4","3","1","3","4","125","Windows","0","0","4","60","15","5","4","4","2","3","Si"
"2021/08/26 4:11:51 PM CDT","Hombre","18","Soltero","No","No","53699","Ingeniería Civil","1151","1","Si","Sí","Prepa UNAM","8.7","40","400","30000","Mi casa","3","1","1","3","4","30.2","Windows","0","15000","2","180","10","4","4","4","1","1","Si"
"2021/08/26 4:12:06 PM CDT","Hombre","19","Soltero","No","No","14459","Ingeniería Civil","1151","1","Si","No","Prepa UNAM","7.3","240","400","12000","Mi casa","4","2","0","1","2","117","Windows","0","30000","3","120","5","5","5","5","2","2","No"
"2021/08/26 4:12:30 PM CDT","Hombre","19","Soltero","No","No","52768","Ingeniería Civil","1151","3","No","No","Prepa UNAM","7.3","120","300","15000","Mi casa","5","3","0","1","3","20","Windows","0","2000","3","30","0","4","4","4","1","3","Si"
"2021/08/26 4:12:46 PM CDT","Hombre","20","Soltero","No","No","54120","Ingeniería Civil","1151","2","No","No","Otro","7.9","20","250","5000","Mi casa","5","3","2","2","4","149.86","Windows","0","15000","2","120","5","5","5","4","3","4","Si"
"2021/08/26 4:13:08 PM CDT","Hombre","23","Soltero","Si","No","10300","Ingeniería Civil","1151","1","Si","Sí","CCH","8.7","120","500","10000","Mi casa","4","2","0","2","3","60.09","Windows","0","0","1","120","0","5","5","5","4","3","Si"
"2021/08/26 4:13:11 PM CDT","Hombre","19","Soltero","No","No","01830","Ingeniería Civil","1151","3","No","No","Prepa UNAM","7.3","150 ","400","10000","Mi casa","3","1","0","2","4","38.04","Windows","2","16000","3","80","10","3","3","3","3","3","Si"
"2021/08/26 4:13:16 PM CDT","Hombre","20","Soltero","No","No","53060","Ingeniería Civil","1151","1","No","Sí","CCH","7.7","20","12","9000","Mi casa","4","1","0","2","4","11.50","Windows","2","2000","3","120","10","5","5","5","3","2","Si"
"2021/08/26 4:13:22 PM CDT","Hombre","21","Tengo pareja","No","No","54195","Ingeniería Civil","1151","1","Si","Sí","Prepa UNAM","8","1 ","200 ","30000","Mi casa","2","1","2","2","4","200","Windows","0","35000","4","120","5","5","5","5","5","5","Si"
"2021/08/26 4:13:26 PM CDT","Hombre","19","Soltero","No","No","03020","Ingeniería Civil","1151","1","No","No","Prepa UNAM","7.23","120","300","35000","Mi casa","4","2","0","3","4","38.07","Windows","0","35000","3","120","3","1","1","1","1","3","No"
"2021/08/26 4:13:32 PM CDT","Hombre","18","Soltero","No","No","59449","Ingeniería Civil","1151","1","Si","Sí","Prepa UNAM","8.82","90","1500","25000","Mi casa","4","3","0","3","2","15","Windows","2","0","4","120","10","5","4","5","1","1","Si"
"2021/08/26 4:13:51 PM CDT","Hombre","21","Soltero","Si","No","52977","Ingeniería Civil","1151","2","Si","Sí","Otro","7.8","30","400","10000","Mi casa","4","2","0","1","2","27.22","Windows","1","5000","4","480","2","2","2","4","3","4","Si"
"2021/08/26 4:14:10 PM CDT","Hombre","18","Soltero","No","No","53219","Ingeniería Civil","1151","2","Si","Sí","CCH","8.86","20","120","2500","Mi casa","1","0","1","1","4","30","Windows","0","1500","3","60","15","5","5","5","3","4","Si"
"2021/08/26 4:14:58 PM CDT","Hombre","20","Tengo pareja","Si","No","10020","Ingeniería Civil","1151","1","Si","No","Prepa UNAM","7.64","150","900","18000","Mi casa","2","1","0","1","4","28.05","Windows","0","16000","4","60","5","5","4","5","1","1","Si"
"2021/08/26 4:15:26 PM CDT","Hombre","19","Soltero","Si","No","54469","Ingeniería Civil","1151","3","No","No","CCH","7.8","120 ","300","2000","Casa de un familiar o amigo","4","0","0","0","1","7.21","Windows","4","1000","2","120","5","5","5","5","3","1","Si"
"2021/08/26 4:15:35 PM CDT","Hombre","17","Soltero","No","No","53689","Ingeniería Civil","1151","2","Si","Sí","CCH","9.1","75","200","7000","Mi casa","4","2","0","2","3","20","Windows","0","15000","2","60","10","4","3","1","1","3","Si"
"2021/08/26 4:15:39 PM CDT","Hombre","20","Soltero","No","No","15250","Ingeniería Civil","1151","1","No","No","CCH","7.5","40","150","30000","Mi casa","5","3","1","2","5","100.97","Windows","0","15000","2","60","15","5","5","5","1","1","Si"
"2021/08/26 4:15:42 PM CDT","Hombre","21","Soltero","No","No","56589","Ingeniería Civil","1151","1","Si","No","CCH","7.3","130","300","5000","Mi casa","2","1","1","1","1","13.21","Windows","0","10000","3","360","20","5","3","2","1","2","Si"
"2021/08/26 4:15:45 PM CDT","Hombre","18","Soltero","No","No","02125","Ingeniería Civil","1151","1","Si","Sí","CCH","8.1","75","135","10000","Mi casa","3","1","0","1","3","18.08","Windows","0","16000","3","120","10","4","4","1","1","4","Si"
"2021/08/26 4:15:48 PM CDT","Mujer","19","Soltero","No","No","53489","Ingeniería Civil","1151","1","Si","Sí","CCH","8.3","20","120","3000","Mi casa","1","0","0","1","4","40.09","Windows","1","5000","3","120","3","5","5","5","5","2","Si"
"2021/08/26 4:15:48 PM CDT","Hombre","17","Soltero","Si","No","52940","Ingeniería Civil","1151","3","No","Sí","CCH","7.2","90 ","150","20000","Mi casa","4","1","0","2","5","20.00","Windows","0","2000","2","240","20","5","5","5","3","3","Si"
"2021/08/26 4:15:56 PM CDT","Mujer","19","Tengo pareja","No","No","02420","Ingeniería Civil","1151","1","Si","Sí","CCH","8.3","25","250","15000","Mi casa","2","1","1","2","2","30.06","Windows","0","18000","4","120 ","10","5","5","4","3","2","No"
"2021/08/26 4:15:58 PM CDT","Hombre","20","Soltero","Si","No","57500","Ingeniería Civil","1151","1","No","No","Prepa UNAM","7.9","100","45","7000","Mi casa","4","2","0","3","2","9.94","Windows","0","3000","4","120","5","5","5","5","4","3","Si"
"2021/08/26 4:16:00 PM CDT","Hombre","18","Tengo pareja","No","No","07720","Ingeniería Civil","1151","1","No","Sí","Prepa UNAM","7.5","60","300","7000","Casa de un familiar o amigo","4","0","0","1","2","16.7","Windows","3","500","3","50","10","5","5","5","1","3","Si"
"2021/08/26 4:16:03 PM CDT","Mujer","19","Soltero","No","No","55763","Ingeniería Civil","1151","2","Si","Sí","Otro","9.3","150","500","0","Mi casa","1","0","0","1","3","39.12","MAC OS X","1","40000","3","120","5","3","3","4","3","4","Si"
"2021/08/26 4:16:10 PM CDT","Hombre","19","Soltero","Si","No","54949","Ingeniería Civil","1151","2","Si","Sí","CCH","7","70","300","8000","Mi casa","5","3","0","1","3","13.34","Windows","2","1000","3","120","5","4","5","4","2","3","Si"
"2021/08/26 4:16:14 PM CDT","Hombre","19","Soltero","No","No","53220","Ingeniería Civil","1151","3","Si","Sí","Otro","8.5","20","200","15000 ","Mi casa","3","2","0","2","5","28.31","Windows","0","30000","2","1 ","5","5","5","5","5","5","Si"
"2021/08/26 4:16:23 PM CDT","Hombre","18","Soltero","Si","No","53218","Ingeniería Civil","1151","3","No","Sí","CCH","8.0","20","100","30000","Café Internet","6","2","1","2","4","39.90","Windows","0","30000","3","60","3","4","5","4","2","2","Si"
"2021/08/26 4:16:26 PM CDT","Hombre","18","Soltero","No","No","54948","Ingeniería Civil","1151","1","Si","Sí","CCH","8.5","70 ","250 ","7000","Mi casa","3","0","0","2","4","26.30","Windows","0","12000","4","120","8","5","5","5","3","4","Si"
"2021/08/26 4:16:44 PM CDT","Hombre","18","Soltero","Si","No","53650","Ingeniería Civil","1151","1","Si","Sí","CCH","7","60 ","500","10000","Mi casa","7","4","0","3","3","50","Windows","1","200","3","4","100","5","5","5","3","3","Si"
"2021/08/26 4:17:05 PM CDT","Mujer","18","Soltero","No","No","53427","Ingeniería Civil","1151","2","Si","Sí","CCH","7.8","1 ","250","0","Mi casa","6","4","0","1","3","18.22","Windows","2","4000","2","6","3","5","5","5","1","5","Si"
"2021/08/26 4:17:09 PM CDT","Mujer","17","Soltero","No","No","11230","Ingeniería Civil","1151","2","No","Sí","Otro","9.4","50 ","300","6000","Mi casa","7","2","1","1","4","19.91","Windows","5","5000","3","4 ","4","4","5","4","1","3","Si"
"2021/08/26 4:17:20 PM CDT","Mujer","18","Soltero","No","No","54715","Ingeniería Civil","1151","1","Si","Sí","Otro","7.6","90","200","8000","Mi casa","3","0 "," 0"," 2","2","43.48","Windows","1","4500 ","3","50 ","3","5","4","2","1","4","Si"
"2021/08/26 4:17:33 PM CDT","Hombre","18","Soltero","Si","No","53216","Ingeniería Civil","1151","2","Si","Sí","CCH","7.45","60","250","12000","Mi casa","2","0","0","1","4","80.96","Windows","0","0","3","30","10","5","5","3","1","1","Si"
"2021/08/26 4:17:52 PM CDT","Hombre","19","Soltero","No","No","06720","Ingeniería Civil","1151","4","Si","Sí","Otro","7.6","60","50 ","3000","Café Internet","2","2","2","1","3"," 6.29","Windows","2","100","4","3","2","4","4","5","3","4","Si"
"2021/08/26 4:18:16 PM CDT","Hombre","20","Soltero","No","No","52966","Ingeniería Civil","1151","3","Si","Sí","Otro","8.1","120","600","10000","Mi casa","4","2","1","1","2","13.18","Windows","0","10000","4","180","10","5","5","5","1","3","Si"
