"Timestamp","Selecciona tu sexo 👤","¿Cuántos años tienes? 🎂","¿Cuál es tu situación sentimental? ❤️","¿Trabajas? 💼","¿Tienes hijos? 🍼","¿Cuál es tu código postal?","¿A qué carrera ingresaste?","¿En qué grupo estás?","¿Qué tanto evitaste que tu carrera tuviera matemáticas?","Esta carrera ¿Fue tu primera opción?","¿La FES Acatlán fue tu primera opción para cursar esta carrera?","¿De qué bachillerato provienes?","¿Qué promedio obtuviste en el bachillerato?","Si tuvieras que volver a clases presenciales ¿Cuánto tiempo tardarías en minutos en llegar a la FES Acatlán? ⏱","¿Cuánto gastarías de pasaje / gasolina a la semana?","¿A cuánto asciende el ingreso mensual neto de todas las personas que trabajan y viven contigo?","¿En dónde tomas tus clases en línea?","¿Cuántas personas viven contigo?","De las personas que viven contigo ¿Cuántas toman clases en línea?","De las personas que viven contigo ¿Cuántas trabajan en línea?","¿Cuántas computadoras hay en tu casa?","¿Cómo funciona tu internet para las clases en línea?","Hazle un test a tu Internet (ingresando a speedtest.net) y compártenos su velocidad","¿Qué sistema operativo tiene la computadora que utilizas para estudiar en línea?","¿Con cuántas personas compartes habitación mientras tomas clases en línea?","Aproximadamente ¿Cuánto has gastado para adaptarte a las clases en línea?","Del 1 al 5 ¿Qué tan bien estaban preparados tus profesores para dar clases en línea?","¿Cuánto tiempo en minutos dedicas a estudiar fuera de las clases en línea?","Aproximadamente ¿Cuántas veces revisas tu celular mientras estás en una clase en línea?","Del 1 al 5 ¿Cuánto extrañas las clases presenciales? 📖","Del 1 al 5 ¿Cuánto extrañas convivir con tus compañeros o amigos de la escuela? 👩🏻‍🤝‍🧑🏼","Del 1 al 5 ¿Cuánto extrañas las actividades extras que ofrecía tu escuela? ⚽🎹🎬","Del 1 al 5 ¿Cuánto te agrada poner la cámara en las clases en línea?","Del 1 al 5 ¿Qué tan buen estudiante en línea consideras que eres?","¿Te gustaría volver a clases presenciales?"
"2021/09/10 9:15:50 AM CDT","Hombre","24","Tengo pareja","Si","No","53340","Enseñanza de inglés Escolarizado","1101","5","Si","Sí","CCH","7.5","20","250","20000","Mi casa","4","2","1","3","3","56.92","Windows","0","1500","4","60","10","5","5","5","1","4","Si"
"2021/09/10 9:16:17 AM CDT","Hombre","18","Soltero","Si","No","54740","Enseñanza de inglés Escolarizado","1101","5","No","Sí","Otro","9.9","50 ","400","12000","Mi casa","7","1","2","5","5","151.29","Windows","1","4000","3","300","20","3","5","5","2","4","No"
"2021/09/10 9:16:25 AM CDT","Mujer","17","Soltero","No","No","53129","Enseñanza de inglés Escolarizado","1101","5","No","Sí","Otro","9.3","35","0","0","Mi casa","4","1","0","4","4","39.41","Windows","0","500","3","180","5","5","5","5","2","2","Si"
"2021/09/10 9:16:26 AM CDT","Mujer","20 ","Tengo pareja","No","No","54170","Enseñanza de inglés Escolarizado","1101","5","Si","Sí","CCH","7.86","130","200","13000","Mi casa","4","1","1","4","2","53.06","Windows","0","5000","4","120","3","5","5","5","2","3","Si"
"2021/09/10 9:17:09 AM CDT","Hombre","21","Soltero","No","No","54020","Enseñanza de inglés Escolarizado","1101","5","Si","Sí","Otro","7.1","60","500","15000","Mi casa","3","0","0","1","5","39.04","Windows","0","69","5","60","2","5","5","3","3","3","Si"
"2021/09/10 9:17:13 AM CDT","Mujer","18","Soltero","No","No","55069","Enseñanza de inglés Escolarizado","1101","3","Si","Sí","Prepa UNAM","9.2","150 ","100","8000","Mi casa","2","1","0","2","3","18.3","Windows","1","4000","4","120","3","4","5","5","2","4","Si"
"2021/09/10 9:17:20 AM CDT","Mujer","21","Tengo pareja","No","No","59350","Enseñanza de inglés Escolarizado","1101","5","Si","Sí","Otro","9.3","240","2000","2000","Mi casa","2","0","1","2","3"," 22.14","Windows","0","1500","3","120","6","3","2","2","1","2","Si"
"2021/09/10 9:17:30 AM CDT","Mujer","23","Tengo pareja","No","No","54943","Enseñanza de inglés Escolarizado","1101","4","No","No","Otro","7.6","90 ","180","4000","Mi casa","5","1","0","1","4","50.09","Windows","0","2000 ","5","180","6","5","5","5","3","4","Si"
"2021/09/10 9:17:36 AM CDT","Mujer","19","Tengo pareja","No","No","07839","Enseñanza de inglés Escolarizado","1101","3","No","Sí","Otro","9","90","60","10000","Mi casa","5","1","2","2","3","111.50","Windows","0","800","4","60","10","5","5","5","3","4","Si"
"2021/09/10 9:17:38 AM CDT","Hombre","20","Tengo pareja","Si","No","09290","Enseñanza de inglés Escolarizado","1101","5","Si","Sí","Prepa UNAM","8.1","2 ","100","6800","Mi casa","5","0","1","1","4","57.36","Windows","0","0","4","60","1","4","4","4","1","3","Si"
"2021/09/10 9:17:40 AM CDT","Hombre","20","Soltero","No","Si","54020","Enseñanza de (Alemán, Español, Francés, Inglés, Italiano) como Lengua Extranjera (LICEL)","1101","5","Si","Sí","Otro","7.6","45","240","100000","Mi casa","3","1","0","4","4","43.41","Windows","0","0","5","60","10","5","5","5","1","3","Si"
"2021/09/10 9:17:42 AM CDT","Mujer","17","Soltero","Si","No","07530","Enseñanza de inglés Escolarizado","1101","3","Si","Sí","CCH","8.3","120","700","20000","Mi casa","3","2","0","1","4","19.43","Windows","0","1000","2","180","20","5","5","5","3","4","Si"
"2021/09/10 9:18:07 AM CDT","Mujer","18","Tengo pareja","Si","No","53260","Enseñanza de inglés Escolarizado","1101","1","No","Sí","Prepa UNAM","9.8","5","100","34000","Mi casa","3","2","1","3","4","0","Windows","0","500","3","50 ","3","5","5","5","3","4","Si"
"2021/09/10 9:18:21 AM CDT","Mujer","18","Soltero","No","No","02100","Enseñanza de inglés Escolarizado","1101","2","Si","Sí","CCH","9.9","100","200","11000","Mi casa","3","0","0","2","3","32.39","Windows","0","7000","5","90","10","5","5","5","1","4","Si"
"2021/09/10 9:18:39 AM CDT","Hombre","27","Tengo pareja","Si","No","55023","Enseñanza de inglés Escolarizado","1101","4","Si","Sí","Otro","8.4","120","350","12000","Mi casa","3","1","0","1","3","20.64","Windows","0","2000","4","150","7","3","4","2","3","2","Si"
"2021/09/10 9:18:40 AM CDT","Hombre","20","Tengo pareja","No","No","55700","Enseñanza de inglés Escolarizado","1101","1","Si","Sí","Otro","9.9","90","400","16000","Mi casa","2","0","2","3","5","85.25","Windows","0","5000","4","120","1","2","5","5","4","4","Si"
"2021/09/10 9:18:56 AM CDT","Mujer","18 ","Soltero","No","No","07460","Enseñanza de inglés Escolarizado","1101","2","No","Sí","Prepa UNAM","8.43","120 ","1000","8000","Mi casa","2","1","0","1","1","4.41","Windows","2","16000","3","90","15","2","5","3","1","3","No"
"2021/09/10 9:19:12 AM CDT","Hombre","18","Soltero","No","No","42858","Enseñanza de inglés Escolarizado","1101","5","Si","Sí","Otro","8.3","150","500","3000","Mi casa","1","0","0","1","4","3.65","Windows","0","13000","4","30","5","3","4","5","3","3","Si"
"2021/09/10 9:19:15 AM CDT","Mujer","18","Soltero","No","No","11360","Enseñanza de inglés Escolarizado","1101","5","No","Sí","Otro","9.6","90","210","5000","Mi casa","3","1","1","2","3","19.00","Windows","0","2000","4","60","2","4","3","2","1","4","Si"
"2021/09/10 9:19:22 AM CDT","Mujer","20","Tengo pareja","No","No","96470","Enseñanza de inglés Escolarizado","1101","4","No","Sí","Otro","9.2","120","100","15000","Mi casa","4","1","0","2","3","9.02","Windows","1","0","2","60","5","5","5","3","3","4","Si"
"2021/09/10 9:19:40 AM CDT","Mujer","20","Tengo pareja","No","No","06800","Enseñanza de inglés Escolarizado","1101","2","Si","Sí","Otro","8.0","90","50","8000","Mi casa","2","0","1","2","4","22.07","Windows","1","3000","4","2","5","4","4","4","3","3","Si"
"2021/09/10 9:19:44 AM CDT","Mujer","23","Soltero","No","No","09420","Enseñanza de inglés Escolarizado","1101","5","Si","Sí","CCH","8.1","115","150","7000","Mi casa","2","1","0","1","4","25.99","Windows","2","0","4","240","3","5","5","5","1","3","Si"
"2021/09/10 9:19:59 AM CDT","Mujer","19","Soltero","No","No","54040","Enseñanza de inglés Escolarizado","1101","5","Si","Sí","CCH","8.18","35","140 ","5000","Mi casa","5","0","0","2","5","23.55","Windows","0","0","5","3","4","5","5","3","2","5","Si"
"2021/09/10 9:20:01 AM CDT","Mujer","30","Tengo pareja","Si","Si","07720","Enseñanza de inglés Escolarizado","1101","3","Si","Sí","CCH","8.1","90","30","15000","Mi casa","3","2","0","2","5","124.78","Windows","1","25000","3","60","4","3","5","3","3","2","Si"
"2021/09/10 9:20:17 AM CDT","Mujer","20","Soltero","No","No","53240","Enseñanza de inglés Escolarizado","1101","5","No","Sí","CCH","7.8"," 10  ","168","50.000","Mi casa","6","1","3","4","4","123","Windows","1","12500","2","2","20","5","5","5","2","1","Si"
"2021/09/10 9:20:24 AM CDT","Mujer","18","Soltero","No","No","55120","Enseñanza de inglés Escolarizado","1101","5","Si","Sí","CCH","9.59","100","100","30000","Mi casa","6","4","1","2","4","17.35","Windows","1","500","3","30000","10","4","5","3","3","3","Si"
"2021/09/10 9:20:42 AM CDT","Hombre","22","Soltero","No","No","34090","Enseñanza de inglés Escolarizado","1101","4","No","Sí","Otro","7.1","120","50","8000","Mi casa","3","3","0","4","3","59.99","Windows","0","1000","3","340","4","5","5","3","4","4","Si"
"2021/09/10 9:21:52 AM CDT","Hombre","25","Tengo pareja","No","No","01430","Enseñanza de inglés Escolarizado","1101","5","Si","Sí","Otro","8.2","90","160","30000 ","Mi casa","5","1","1","5","4","40","Windows","1","1200","4","60","2","5","5","5","3","4","Si"
"2021/09/10 9:23:16 AM CDT","Mujer","18","Soltero","No","No","08700","Enseñanza de inglés Escolarizado","1101","4","Si","Sí","Otro","9.0","2 ","150","6000","Mi casa","4","1","0","3","4","10.01","Windows","0","1000","5","1000","10","3","3","2","3","3","No"
"2021/09/10 9:26:00 AM CDT","Hombre","18","Soltero","No","No","02100","Enseñanza de inglés Escolarizado","1101","3","Si","Sí","Otro","7.7","60 ","180 ","18000","Mi casa","4","1","1","4","4","13.68","Windows","0","12000 ","4","60","10","5","5","4","2","3","Si"
"2021/09/10 9:43:21 AM CDT","Mujer","21","Tengo pareja","No","No","53718","Enseñanza de inglés Escolarizado","1101","3","No","Sí","Otro","8.3","80","270","8000","Mi casa","3","2","0","1","3","100","Windows","1","6000","5","300","4 ","3","4","3","4","5","No"
"2021/09/10 9:49:51 AM CDT","Mujer","18","Soltero","Si","No","55700","Sociología","1101","1","Si","Sí","Otro","9.2","90","300","4000","Mi casa","0","1","0","1","2","7.05","Windows","0","6000","1","180","10","3","5","2","1","3","No"
"2021/09/10 11:05:56 AM CDT","Mujer","30","Soltero","Si","No","03020","Enseñanza de (Alemán, Español, Francés, Inglés, Italiano) como Lengua Extranjera (LICEL)","1101","1","Si","Sí","Otro","9.5","150","3000","0","Mi casa","2","0","2","1","5","125","Windows","1","30000","3","340","15","1","1","1","5","5","No"
"2021/09/10 11:17:21 AM CDT","Mujer","20","Soltero","No","No","14209","Diseño Gráfico","1103","3","Si","Sí","Otro","7.6","120 ","700 ","5000","Mi casa","6","3","2","1","3","84.53","Windows","1","5000","4","150","4","5","5","5","2","4","Si"
"2021/09/10 11:18:13 AM CDT","Hombre","18","Soltero","No","No","53070","Diseño Gráfico","1103","3","Si","Sí","CCH","8.48","15","0","8000","Mi casa","1","1","1","0","4","32.75","Windows","0","5000","3","30","15","2","2","5","1","3","No"
"2021/09/10 11:18:49 AM CDT","Hombre","20","Tengo pareja","No","No","53290","Diseño Gráfico","1103","3","Si","No","CCH","9.22","30","200","8000","Mi casa","3","2","1","3","5","80.81","Windows","0","10000","4","300","7","2","4","3","2","5","No"
"2021/09/10 11:20:15 AM CDT","Hombre","17","Soltero","No","No","01080","Diseño Gráfico","1103","3","Si","Sí","Prepa UNAM","8.4","3 ","450","30000","Mi casa","6","2","1","4","4","68.10","Windows","0","1300","3","1 ","40 ","3","4","2","2","3","Si"
"2021/09/10 11:20:18 AM CDT","Mujer","18","Tengo pareja","No","No","55710","Diseño Gráfico","1103","3","Si","Sí","Prepa UNAM","8.7","90 ","60","4000","Mi casa","2","0","0","1","4","16.18","Windows","0","0","3","30","8","3","2","2","3","3","No"
"2021/09/10 11:20:37 AM CDT","Hombre","17","Soltero","No","No","57710","Diseño Gráfico","1103","5","Si","Sí","CCH","8.96","130","300","15000","Mi casa","3","1","0","3","5","20.25","Windows","0","1000","5","80","2","3","5","2","1","4","Si"
"2021/09/10 11:21:12 AM CDT","Mujer","18","Soltero","Si","No","53690","Diseño Gráfico","1103","3","Si","Sí","CCH","8.2","20","300","7000","Mi casa","3","0","1","2","3","26.84","Windows","0","3000","4","180","8","3","3","3","3","4","Si"
"2021/09/10 11:21:14 AM CDT","Hombre","17","Soltero","No","No","01510","Diseño Gráfico","1103","1","Si","Sí","CCH","8.7","100 ","160 ","7000","Mi casa","4","2","0","3","4","82.17","MAC OS X","0","32000","4","90","10","5","5","5","4","4","Si"
"2021/09/10 11:21:35 AM CDT","Mujer","18","Tengo pareja","No","No","52920","Diseño Gráfico","1103","2","Si","Sí","CCH","8.7","50 ","30 ","5000","Mi casa","3","2","0","2","2","26.80","Windows","0","3000","2","150","8 ","4","4","3","3","4","Si"
"2021/09/10 11:22:02 AM CDT","Mujer","18","Soltero","No","No","54090","Diseño Gráfico","1103","5","Si","Sí","CCH","9.1","45","300","3000","Mi casa","6","1","0","2","3","35.94","MAC OS X","1","50000","4","300","10","3","5","5","2","3","No"
"2021/09/10 11:22:07 AM CDT","Mujer","18","Soltero","No","No","02020","Diseño Gráfico","1103","4","Si","Sí","CCH","8.75","100","250","12000","Mi casa","2","0","1","2","5","57.73","Windows","0","300","3","240","25","4","5","4","3","3","Si"
"2021/09/10 11:22:08 AM CDT","Mujer","17","Soltero","No","No","52975","Diseño Gráfico","1103","3","Si","Sí","CCH","9.44","25","120","15000","Mi casa","7","1","0","2","4","11.20","Windows","0","2500","4","240","6","5","5","5","3","2","Si"
"2021/09/10 11:22:18 AM CDT","Mujer","18","Soltero","No","No","54090","Diseño Gráfico","1103","2","Si","Sí","CCH","9.51","90","360","8500","Mi casa","3","1","0","2","3","23.10","Windows","1","25000","4","360","10","3","4","3","1","5","Si"
"2021/09/10 11:22:50 AM CDT","Hombre","17","Tengo pareja","No","No","54958","Diseño Gráfico","1103","5","No","Sí","CCH","8.3","90 ","56","10000","Mi casa","1","0","0","1","4","13.58","Windows","0","2000","4","1 ","5","5","5","5","3","4","Si"
"2021/09/10 11:23:22 AM CDT","Mujer","18","Soltero","No","No","53490","Diseño Gráfico","1103","5","Si","Sí","CCH","9.3","25 ","500","5000","Mi casa","3","1","0","1","4","20.85","Windows","0","7000","3","300","4","5","5","4","2","3","Si"
"2021/09/10 11:23:26 AM CDT","Mujer","17","Soltero","No","No","07900","Diseño Gráfico","1103","2","Si","Sí","CCH","8.4","120","500","15000","Mi casa","3","1","0","1","3","12.36","Windows","1","0","4","240","6","5","4","5","3","3","Si"
"2021/09/10 11:23:39 AM CDT","Mujer","18","Soltero","No","No","53550","Diseño Gráfico","1103","1","Si","Sí","Prepa UNAM","9.0","30 ","150","5500","Mi casa","4","2","0","1","5","20.63 ","Windows","2","4500","4","240","3","5","5","5","4","3","Si"
"2021/09/10 11:24:42 AM CDT","Mujer","18","Soltero","No","No","52773","Diseño Gráfico","1103","2","Si","Sí","CCH","8.5","90","60","7000","Mi casa","6","3","1","2","3","2.50","Windows","3","9000","4","60","10","4","4","4","2","3","Si"
"2021/09/10 11:25:07 AM CDT","Mujer","18","Tengo pareja","No","No","55712","Diseño Gráfico","1103","5","Si","Sí","CCH","8.6","1.30","123","15000","Mi casa","2","1","1","3","3","26.44","Windows","0","100000","4","5 ","5","5","5","5","3","3","Si"
"2021/09/10 11:25:10 AM CDT","Mujer","19","Tengo pareja","Si","No","13310","Diseño Gráfico","1103","5","Si","Sí","CCH","9","180","50","10000","Mi casa","4","2","1","1","1","6.02","Windows","2","0","4","360","10","4","5","4","1","3","Si"
"2021/09/10 11:25:34 AM CDT","Mujer","18","Soltero","No","No","11270","Diseño Gráfico","1103","4","Si","Sí","CCH","9.2","30","100 ","3000","Mi casa","3","1","0","2","4","46.92","MAC OS X","1","4800","3","180","6 ","4","5","4","1","3","Si"
"2021/09/10 11:25:39 AM CDT","Mujer","18 ","Tengo pareja","No","No","53426","Diseño Gráfico","1103","2","Si","Sí","CCH","8.7","35","240","3000","Mi casa","10","3","0","1","2","5.62","Windows","3","2500","2","180","15","4","4","4","3","4","Si"
"2021/09/10 11:25:56 AM CDT","Mujer","20 ","Soltero","Si","No","53219","Diseño Gráfico","1103","2","Si","Sí","CCH","8.94","40 ","130","3800","Mi casa","4","2","0","1","3","20.49","Windows","1","5000","5","300","10","4","5","5","4","5","Si"
"2021/09/10 11:26:27 AM CDT","Mujer","18","Tengo pareja","No","No","07160","Diseño Gráfico","1103","3","Si","Sí","CCH","8.6","2","280","10000","Mi casa","5","3","0","1","3","3.47","Windows","1","6000","5","360","2","5","5","4","3","3","Si"
"2021/09/10 11:26:31 AM CDT","Mujer","17","Soltero","No","No","07140","Diseño Gráfico","1103","1","Si","Sí","CCH","9.6","60","200","10000","Mi casa","4","2","0","3","4","17.53","Windows","1","1000","4","8","10","5","5","5","1","3","Si"
"2021/09/10 11:28:25 AM CDT","Hombre","17","Soltero","No","No","06220","Diseño Gráfico","1103","1","Si","Sí","Prepa UNAM","8.86","100","50","10000","Mi casa","4","2","1","1","4","2.13","Windows","3","15000","3","360","6","2","2","3","1","4","No"
"2021/09/10 11:29:13 AM CDT","Mujer","18","Soltero","No","No","54466","Diseño Gráfico","1103","5","Si","Sí","CCH","9.01","60  ","350 ","4500 ","Mi casa","4","2","0","1","3","31.31","Windows","1","13000","3","180","2","5","5","3","2","3","Si"
"2021/09/10 11:32:13 AM CDT","Mujer","18 ","Soltero","No","No","07080","Diseño Gráfico","1103","5","Si","Sí","Otro","7.6","60","30","10000","Mi casa","8","3","2","1","4","55.12","Windows","3","5000","5","60","4","5","5","5","3","4","Si"
"2021/09/10 11:36:40 AM CDT","Mujer","22","Soltero","Si","No","52105","Enseñanza de (Alemán, Español, Francés, Inglés, Italiano) como Lengua Extranjera (LICEL)","1102","2","Si","Sí","Prepa UNAM","9.07","180 ","500","7000","Mi casa","2","0","0","1","3","31.32","Windows","1","1300","3","240","1","4","5","5","1","4","Si"
"2021/09/10 11:40:58 AM CDT","Hombre","24","Tengo pareja","Si","No","14040","Enseñanza de (Alemán, Español, Francés, Inglés, Italiano) como Lengua Extranjera (LICEL)","1103","2","Si","Sí","CCH","8.2","0","0","25000","Mi casa","4","2","2","4","5","140.45","Windows","0","28000","5","300","10","3","2","5","2","4","Si"
"2021/09/10 11:50:28 AM CDT","Hombre","24","Soltero","Si","No","85894","Enseñanza de (Alemán, Español, Francés, Inglés, Italiano) como Lengua Extranjera (LICEL)","1102","1","Si","Sí","Otro","9.5","180","500","9000","Mi casa","4","2","0","2","3","7.30","Windows","2","8000","5","180","1","3","5","5","3","5","No"
"2021/09/10 12:23:08 PM CDT","Mujer","24","Soltero","Si","No","08500","Enseñanza de (Alemán, Español, Francés, Inglés, Italiano) como Lengua Extranjera (LICEL)","1108","3","Si","Sí","Otro","7.8","110","350","15000","Mi casa","9","0","0","2","5","25.82","Windows","2","13000","5","0","3","3","4","4","2","5","No"
"2021/09/10 2:54:44 PM CDT","Hombre","27","Soltero","Si","No","54070","Relaciones Internacionales SUA y ED","1102","1","No","No","CCH","7.58","40","400","6000","Mi casa","3","2","1","1","3","3.35","Windows","0","3000","4","300","5","3","3","3","3","2","Si"
"2021/09/10 3:17:19 PM CDT","Hombre","18","Soltero","No","No","557139","Diseño Gráfico","1102","4","Si","Sí","CCH","9.00","120 ","225 ","2300","Mi casa","2","0","0","1","2","46.22","Windows","1","9941","5","180","10","4","5","5","2","5","Si"
"2021/09/10 3:36:13 PM CDT","Hombre","24","Tengo pareja","Si","No","74367","Enseñanza de (Alemán, Español, Francés, Inglés, Italiano) como Lengua Extranjera (LICEL)","1102","1","Si","Sí","Otro","7.8","210","3500","4000","Café Internet","0","0","0","1","4","8.92","Windows","4","20000","3","360","3","3","4","5","4","5","No"
"2021/09/10 6:17:40 PM CDT","Hombre","23","Soltero","No","No","01290","Diseño Gráfico","1153","2","Si","Sí","Prepa UNAM","8.9","110","300","15000","Mi casa","3","1","1","5","5","20","Windows","0","1000","4","300","3","4","4","4","1","4","Si"
"2021/09/10 6:19:20 PM CDT","Mujer","17","Soltero","No","No","08100","Diseño Gráfico","1153","1","Si","Sí","CCH","8.3","120","500","7000","Mi casa","5","34","0","1","3","23.46","Windows","3","5000","3","180","15","4","4","4","3","3","Si"
"2021/09/10 6:19:45 PM CDT","Mujer","18","Soltero","No","No","11330","Diseño Gráfico","1153","3","Si","Sí","Prepa UNAM","8.3","45","100","25000","Mi casa","2","0","1","3","4","17.38","Windows","0","2200","2","60","15","5","5","5","4","3","Si"
"2021/09/10 6:21:21 PM CDT","Mujer","18","Soltero","No","No","56330","Diseño Gráfico","1153","3","No","Sí","Prepa UNAM","9","160","300","6000","Mi casa","3","2","0","1","2","20.51","Windows","2","1000","4","0","15","5","5","4","1","4","Si"
"2021/09/10 6:21:21 PM CDT","Mujer","18","Tengo pareja","No","No","06979","Diseño Gráfico","1153","5","Si","Sí","Prepa UNAM","8.7","120","150","20000","Mi casa","3","0","1","2","3","14.56","Windows","0","3000","3","120","2","4","5","5","3","3","Si"
"2021/09/10 6:22:43 PM CDT","Mujer","18","Soltero","No","No","02020","Diseño Gráfico","1153","1","Si","Sí","CCH","8.3","60","150","7000","Mi casa","5","3","0","3","3","18.07","Windows","2","800","3","60","10","1","4","3","2","4","No"
"2021/09/10 6:23:05 PM CDT","Mujer","19","Soltero","No","No","52775","Diseño Gráfico","1153","1","No","Sí","Otro","9.1","90","150","3000","Mi casa","4","2","0","2","4","45.50","Windows","2","600","5","120","15","3","4","3","2","4","No"
"2021/09/10 6:23:22 PM CDT","Mujer","18","Soltero","No","No","57740","Diseño Gráfico","1153","3","Si","Sí","CCH","9.7","120 ","280 ","1200","Mi casa","2","1","0","1","4","66.10","Windows","1","7000","4","78","6 ","4","4","5","4","4","Si"
"2021/09/10 6:23:52 PM CDT","Mujer","19","Soltero","No","No","06300","Diseño Gráfico","1153","3","Si","Sí","CCH","8.7","2 ","30 ","45000","Mi casa","2","0","1","3","4","13.26","Windows","0","15000","4","180","6","5","5","5","4","3","Si"
"2021/09/10 6:25:05 PM CDT","Mujer","18","Soltero","No","No","06400","Diseño Gráfico","1153","3","Si","Sí","Prepa UNAM","9.3","50","300","6000","Mi casa","1","1","0","1","3","23.45","Windows","1","0","1","12","5","5","5","5","2","4","Si"
"2021/09/10 6:25:09 PM CDT","Mujer","18","Soltero","No","No","53260","Diseño Gráfico","1153","1","Si","Sí","CCH","9.43","60","200","8000","Mi casa","4","3","0","1","2","2.35","Windows","1","4000","4","50","3","4","5","5","2","4","No"
"2021/09/10 6:25:10 PM CDT","Mujer","19","Soltero","Si","No","52920","Diseño Gráfico","1153","2","Si","Sí","CCH","9.1","90","100 ","5000","Mi casa","5","2","0","1","3","16.71 ","Windows","0","1500","5","120","1","3","4","3","4","4","No"
"2021/09/10 6:25:11 PM CDT","Mujer","19 ","Soltero","No","No","02070","Diseño Gráfico","1153","4","Si","Sí","Prepa UNAM","8.53","60 ","100","2500","Mi casa","2","2","1","2","3","188.99","MAC OS X","0","30000","2","3","4","3","4","3","3","4","Si"
"2021/09/10 6:25:19 PM CDT","Mujer","18","Soltero","No","No","02240","Diseño Gráfico","1153","1","Si","Sí","CCH","9.7","40","200","10000","Mi casa","2","0","1","2","4","70.38","Windows","0","10000","3","180","4","3","3","4","3","4","Si"
"2021/09/10 6:25:24 PM CDT","Mujer","17","Soltero","No","No","02020","Diseño Gráfico","1153","4","Si","Sí","Prepa UNAM","8.63","40 ","350","6000","Mi casa","4","0","2","2","4","25.38","MAC OS X","2","0","4","6 ","3","5","5","5","5","4","Si"
"2021/09/10 6:25:33 PM CDT","Mujer","17","Soltero","No","No","53428","Diseño Gráfico","1153","2","Si","Sí","CCH","8.8","90 ","250","3500","Mi casa","4","1","0","1","4","38.63","Windows","3","7000","3","720","10","5","5","5","2","1","Si"
"2021/09/10 6:26:02 PM CDT","Mujer","18","Tengo pareja","No","No","53220","Diseño Gráfico","1153","3","Si","Sí","CCH","8.8","20","200","10000","Mi casa","5","3","1","3","3","0.16","Windows","1","300","5","300","5","4","3","5","5","4","Si"
"2021/09/10 6:26:05 PM CDT","Mujer","18","Soltero","No","No","53490","Diseño Gráfico","1153","4","Si","Sí","CCH","8.9","15 ","300","7000","Mi casa","3","2","0","4","4","17.45","MAC OS X","1","4000","3","10","6 ","2","1","2","1","4","No"
"2021/09/10 6:26:06 PM CDT","Mujer","18","Soltero","No","No","53690","Diseño Gráfico","1153","4","Si","Sí","CCH","8.9","40","350","4000","Mi casa","7","4","0","3","4","43.37","Windows","1","0","1","180","5","4","5","3","2","4","No"
"2021/09/10 6:26:33 PM CDT","Mujer","18","Soltero","No","No","52915","Diseño Gráfico","1153","3","Si","Sí","CCH","8.5","120 ","250","7600","Mi casa","10","1","2","2","5","3.44","Windows","0","700","4","30","6","5","5","5","4","3","Si"
"2021/09/10 6:26:36 PM CDT","Hombre","18","Tengo pareja","No","No","53240","Diseño Gráfico","1153","1","Si","Sí","CCH","9.6","15","0","15000","Mi casa","1","1","0","1","5","50.57","Windows","0","0","4","420","2","3","5","3","2","4","Si"
"2021/09/10 6:26:40 PM CDT","Hombre","17 ","Soltero","No","No","06300","Diseño Gráfico","1153","2","Si","Sí","CCH","9.4","50 ","15 ","1300","Mi casa","3","1","0","1","3","0.39 ","Windows","0","1600","4","0","30","5","5","5","2","2","Si"
"2021/09/10 6:26:42 PM CDT","Hombre","18","Soltero","No","No","0","Diseño Gráfico","1153","3","Si","No","CCH","8.4","45","30","12000","Mi casa","8","4","0","6","4","66.32","Windows","0","25690","5","4","7","3","1","2","2","4","Si"
"2021/09/10 6:26:47 PM CDT","Mujer","19","Soltero","Si","No","02730","Diseño Gráfico","1153","2","Si","Sí","CCH","8.6","80","180","30000","Mi casa","3","2","2","2","3","8.21","Windows","0","4000","1","300","5","3","4","5","1","3","No"
"2021/09/10 6:27:20 PM CDT","Hombre","18","Soltero","No","No","42960","Diseño Gráfico","1153","2","No","Sí","Otro","9.3","60","300","12000","Mi casa","5","2","1","3","3","0.69","Windows","0","3000","3","20","4","5","3","2","1","3","Si"
"2021/09/10 6:28:50 PM CDT","Mujer","18","Tengo pareja","No","No","54473","Diseño Gráfico","1153","1","Si","Sí","CCH","9.9","90","100 ","12000","Mi casa","6","1","2","3","3","46.72","Windows","0","3000","3","240","10","2","4","1","1","3","Si"
"2021/09/10 6:29:07 PM CDT","Mujer","18","Soltero","No","No","56343","Diseño Gráfico","1153","1","Si","Sí","CCH","8.53","120","1500","6000","Mi casa","2","1","2","3","3","18.28","Windows","1","3000","2","0","5","5","5","4","2","2","Si"
"2021/09/10 6:29:21 PM CDT","Mujer","18","Tengo pareja","No","No","54189","Diseño Gráfico","1153","1","Si","Sí","CCH","9.3","120  ","72 ","16500 ","Mi casa","4","2","0","2","4","30.99 ","Windows","4","0","3","240","5 ","5","5","5","3","3","Si"
"2021/09/10 6:29:23 PM CDT","Mujer","18","Soltero","No","No","54946","Diseño Gráfico","1153","4","Si","Sí","Prepa UNAM","9.53","50","200","9500","Mi casa","2","1","0","2","4","47.10","Windows","1","15000","3","240","10","5","4","4","3","3","Si"
"2021/09/10 6:30:53 PM CDT","Mujer","17","Soltero","No","No","54955","Diseño Gráfico","1153","3","Si","Sí","CCH","8.1","200","500","6500","Mi casa","3","1","0","1","4","15.58","Windows","0","10000","4","300","10","2","4","4","1","4","No"
